,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
57665,ronnie laws,tomorrow,1980,jazz,tomorrow dream future reality bring life,6,0.00877193,0.00877193,0.842105261,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.00877193,0.688075382,0.748480886,0.299196084,0.746963563,0.554822754,0.886883354,world/life,0.571428571
57666,con funk shun,spirit of love,1980,jazz,years life wanna share beautiful thing reach touch heart feel feel reach touch soul like ray make warm inside glow face give spirit whoa give life mean yeah move shin light reach touch heart feel reach touch soul hard conceive beauty open believe answer give spirit whoa hard conceive beauty ohwhoa open believe answer give spirit whoa spirit,58,0.000956938,0.000956938,0.343235117,0.000956938,0.075454253,0.000956938,0.106278803,0.000956938,0.000956938,0.000956938,0.000956938,0.216599437,0.069364194,0.054655211,0.056226466,0.047816038,0.803964042,0.563520755,0.357429074,0.000389676,0.967023908,0.506491094,world/life,0.571428571
57667,yes,don't kill the whale,1980,jazz,thirst ask justify kill heaven beast whale beauty vision offer reason destiny gonna lose touch kill whale rejoice sing worship space moment kill whale time allow judge come stand frail kill whale,32,0.002923977,0.448850903,0.252693865,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.063813582,0.002923977,0.135226443,0.002923977,0.002923977,0.002923977,0.002923977,0.388064551,0.593056944,0.020380543,0.017813765,0.288953009,0.704695482,violence,0.571428571
57668,yes,in the tower,1980,jazz,like stair reach moonlight middle desire master light see wind like coldness wind change life true desire see winter summer autumn spring quiet morning mist dream tallest tower think tall death haunt design help surley time come talents lifetime spend surely make best like wind tell true life days go days go days go meet tower true rain smile raindrops clear like tell true life true life true life,69,0.000956938,0.034319335,0.413518235,0.000956938,0.000956938,0.000956938,0.000956938,0.105387515,0.000956938,0.074973835,0.000956938,0.228950243,0.000956938,0.081795269,0.000956938,0.049572313,0.179031734,0.63164372,0.011946799,0.001548583,0.045239077,0.391372383,world/life,0.571428571
57671,herbie hancock,saturday night,1980,jazz,smile know okay trouble fade away week saturday finally arrive music start play beat drum make rest world away soon light shin heat feel climb saturday night party saturday night gonna ball saturday night romance mean saturday night dance tomorrow soft slow feel know home hold close hold tight saturday night music start play beat drum make rest world away soon light shin heat feel climb saturday night party saturday night gonna ball saturday night romance mean saturday night dance tomorrow saturday night dance saturday night saturday night dance saturday night saturday night dance saturday night saturday night dance saturday night saturday night dance saturday night saturday night dance saturday night saturday night dance saturday night saturday night dance saturday night saturday night saturday night saturday night sÃ¡bado sÃ¡bado sÃ¡bado noche saturday night saturday night saturday night saturday night saturday night saturday night saturday night saturday night sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado soon light shin heat feel climb saturday night party saturday night gonna ball saturday night romance mean saturday night dance tomorrow sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado sÃ¡bado,188,0.000427899,0.000427899,0.000427899,0.323131155,0.000427899,0.000427899,0.023530239,0.024151787,0.091775675,0.039526333,0.000427899,0.402129359,0.008410171,0.000427899,0.000427899,0.017268978,0.540777645,0.65953901,0.153613608,0.009068826,0.861912613,0.858854451,night/time,0.571428571
57673,minnie riperton,the song of life (la-la-la),1980,jazz,come sing song life song sing life music sweet sing understand free young beautiful learn time heart lead hear song life sing loud clear sing spread feel open wide happiness need inside feel song begin soar want touch reach afraid bold heart lead hear song life sing loud clear sing clear,51,0.001052632,0.001052632,0.31787112,0.001052632,0.001052632,0.001052632,0.033484616,0.001052632,0.001052632,0.409614017,0.001052632,0.001052632,0.052203858,0.023190689,0.097969819,0.032601091,0.472544135,0.66523088,0.624497615,0.013866397,0.886644683,0.594581933,music,0.571428571
57678,gary bartz,need your love,1980,jazz,bandmansmash path like throwin like legs like handstand shotgun brand class post stand hand hand sales scale throw bunch loud sdank smell clothe time messin hoe reppin show tell catch road sellin flow dough coke gonna blow straight brain record nose bandmani spit understand shots chest send songs tape track crack months check ascap devil scrap anxiety attack throwin xans mission chicken understand bandman bandman muhfuckin dough talkin bout money bandman bandman muhfuckin bread probably money head bandmanno sense trappin bando years back lambo band actin like asshole actin like bitch coco coco chanel logo rock heel club go loco free walkthroughs great promo bar pull garage godspeed palm tree livin large run track turn hittin homer like simpson reference auto tune pitch correct sickest record famecall game bandman bando batman beat hard bitch wanna dance homie say settle dance need give hand bitch captain right like scan worry bout muhfuckin thing chasin muhfuckin check,155,0.000692521,0.077727053,0.000692521,0.000692521,0.000692521,0.000692521,0.000692521,0.000692521,0.675156517,0.031954331,0.124734949,0.000692521,0.066743591,0.000692521,0.000692521,0.000692521,0.613343442,0.650616619,0.633533769,0.894736842,0.629018961,0.593580901,obscene,0.571428571
57679,ashford & simpson,happy endings,1980,jazz,write book know imagine things aren play idea half rewrite script world know couldn write tragedy mind wasn like end tear baby like beginnings hop fear write book know paint dream like high time truth rhyme fiction fantasy fact prediction like end tear baby like beginnings hop fear gotta change line like end tear believe baby believe like beginnings hop fear remember bedtime stories tell dragonflies giant butterfly night creep couldn sleep maybe reason like end tear baby mind change line like beginnings hop fear fear believe like end tear cause remember like beginnings hop fear fear tell tell alright like end tear sun go shine like beginnings,108,0.050370648,0.000604961,0.388949324,0.064331831,0.000604961,0.000604961,0.000604961,0.156248253,0.000604961,0.000604961,0.000604961,0.034681779,0.000604961,0.176732725,0.109667919,0.000604961,0.483374851,0.671486809,0.583332915,1.40E-05,0.41055235,0.548534449,world/life,0.571428571
57683,minnie riperton,give me time,1980,jazz,caston hurtado second pass fast watch perfect time share sand time time precious rare hard hand spand hand time time treasure time measure life know touch heart teach live gentle warm life complete time mean time need time mean,39,0.001697793,0.001697793,0.50028503,0.296432441,0.001697793,0.001697793,0.176117842,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.384815336,0.590800708,0.81827291,0.005597166,0.176628195,0.302280512,world/life,0.571428571
57686,lena horne,prisoner of love,1980,jazz,night night weak break chain bind need shackle remind prisoner command stand master fate escape late prisoner good care share arm free dream awake sleep knees creep soul keep prisoner,30,0.002192982,0.103551836,0.002192983,0.173756116,0.002192983,0.002192982,0.002192983,0.002192983,0.002192982,0.002192982,0.002192983,0.002192983,0.123700759,0.002192982,0.524417721,0.043871813,0.548359147,0.456759736,0.997991966,0.527327935,0.399216818,0.10707922,sadness,0.571428571
57692,con funk shun,all up to you,1980,jazz,control word light world billion star dream come true change come life say wrong reach point decide know stand choice gonna hand hand plan alright start affair know gonna choice gonna hand plan yeah choice gonna hand hand plan choice gonna make,42,0.001422475,0.001422475,0.316856922,0.001422475,0.037558579,0.001422475,0.157630726,0.183783126,0.001422475,0.001422475,0.001422475,0.086008568,0.001422475,0.024612837,0.001422475,0.001422475,0.529946929,0.443324872,0.85943761,0.000253036,0.183841715,0.141114317,world/life,0.571428571
57699,al jarreau,distracted,1980,jazz,wonder come think wonder come lonely distract take highway disguise chain react detour long soft shoulder toll leave alonely distract lonely distract take freeway break free close eye mama hold real close cause fracture detour soft shoulder toll leavin alonely distract notice teardrops run cheek notice laughter make loud good disguise take heartaches little ride main street detour long heart stall today leave alonely distract play horn play horn detour long heart stall today leave alonely distract repeat,78,0.001144165,0.001144165,0.001144165,0.056578321,0.001144165,0.048019424,0.075612583,0.001144165,0.001144165,0.096293414,0.140737872,0.001144165,0.052696423,0.001144165,0.472614653,0.044861498,0.696739955,0.509447991,0.240963093,0.003572874,0.819661995,0.361341415,sadness,0.571428571
57701,"earth, wind & fire",take it to the sky,1980,jazz,remember child stop stare look wonder life compare desire skybaby heart time move life best friends limit smile life store desire skybaby heart life word live strong vibes live happiness know bless learn learn live dream learn reason baby heart,40,0.038453078,0.001461988,0.689898112,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461989,0.001461988,0.181873239,0.001461988,0.575435936,0.611209394,0.514055737,0.000218623,0.691879637,0.577564384,world/life,0.571428571
57702,"earth, wind & fire",sparkle,1980,jazz,golden sparkle fly high vibrations start rhyme chime direction travel care unravel fly high feel free highway forever unfold magical moments ignite melodies tonight bird sing songs write harmonies tune reflect moon sparkle rare lovely sight sign arrows light night affection share blissfully make history fragrance love smile little forever forever unfold magical moments ignite melodies tonight bird sing songs write harmonies tune reflect moon sparkle rare lovely sight harmonies tune reflect moon sparkle rare lovely sight create rhyme bird sing song divine sparkle like sparkle glisten heart light ignite melodies tonight bird sing songs write harmonies tune reflect moon sparkle lovely sight,103,0.000848896,0.000848896,0.000848896,0.091148401,0.000848896,0.017311662,0.092158853,0.000848896,0.000848896,0.392440024,0.000848896,0.325386929,0.019082654,0.000848897,0.000848896,0.000848897,0.658832449,0.61674743,0.433734371,0,0.674361088,0.674664514,music,0.571428571
57706,"earth, wind & fire",turn it into something good,1980,jazz,hang head satisfy loneliness tread spend life fall rain forget memories drive insane hide forever decide better turn good remember choose lose groove winner step ahead rise life begin shine eye somber blue reflect place deep inside know fall ahead walk right hide forever decide better turn good remember choose lose groove winner turn good remember hide forever decide better hide forever eye truth baby baby believe life lead step ahead rise life begin shine,75,0.050121678,0.173952394,0.386659767,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.016584889,0.000773994,0.143795304,0.000773994,0.000773994,0.098783967,0.04607182,0.629589516,0.652719022,0.194778308,0.000123482,0.795960429,0.828823483,world/life,0.571428571
57709,"earth, wind & fire",let me talk,1980,jazz,million voice mumble street talk mistreat worken hardy checkin jive glance pocketbook inflation alive stand tall talk stand tall talk miss sophisticate nose try excitement label wear disappoint things deep inside message burn everyday stand tall talk stand tall talk different name play role tell talk talk talk talk come feet grind touch come world automotives arab wheel partnerships nuclear try deal lead sure question flow mind world sure know stand tall talk stand tall talk stand tall talk stand tall talk,82,0.000822368,0.358879126,0.097582167,0.000822368,0.000822368,0.000822368,0.000822368,0.365545897,0.000822368,0.000822368,0.165657283,0.000822368,0.000822368,0.000822368,0.000822368,0.000822368,0.767139608,0.654718868,0.304216169,0.000315789,0.950535862,0.837832773,violence,0.571428571
57714,bill evans trio,seascape,1980,jazz,pain bury away life sick thing hole bury pain sick thing hole bury pain high bury life slowly sick thing hole bury pain sick thing hole bury pain sick thing hole bury pain sick thing hole bury pain open mind feel face boredom sick thing hole bury pain sick thing hole bury pain sick thing hole bury pain sick thing hole bury pain reentering head feel like world feel pain ream heart scream voice kill scream tear eye heart away heart goodbye sick thing hole bury pain sick thing hole bury pain sick thing hole bury pain sick thing hole bury pain pain pain pain pain pain pain pain,109,0.000491884,0.659151786,0.021323625,0.000491884,0.000491884,0.000491884,0.010777318,0.122344045,0.000491884,0.000491884,0.000491884,0.000491884,0.000491884,0.000491884,0.143838362,0.036170373,0.27867432,0.31987283,0.990963846,0.918016194,0.056368508,0.061732459,violence,0.571428571
57715,ronnie laws,every generation,1980,jazz,look face lend ears cause generation reflect movie scene twice child bear live master plan grow leave home vintage years wine wife generation life live generation life reflect movie scene twice generation life reflect movie scene twice yeah rise plant seed early spring summer go away winter cause generation live reflect movie scene twice time change stay fool get sting hide heart play game cause generation live reflect movie scene twice yeah,72,0.001052632,0.001052632,0.276372764,0.001052632,0.043200972,0.001052632,0.001052632,0.001052632,0.306358094,0.104414923,0.081073086,0.001052632,0.061668633,0.001052632,0.114279948,0.001052632,0.471461064,0.697664282,0.264055486,0.000451417,0.337386645,0.582569546,obscene,0.571428571
57716,tito rodriguez,cuando cuando,1980,jazz,like felt kiss resist fell charm lose arm photograph glimpse come inside begin think smart think agree work feel like dirt feel like care room gloom light cigarette clothe say lose get feel hide bury heartshaped break inside stomach piece fell hell hair blow open summer dress slip hair blow open find time draw line cross give hours give power erase give truth give proof give get feel hide bury heartshaped break inside stomach piece fell hell hair blow open summer dress slip hair blow open drive farm hair blow open hair blow open summer dress slip hair blow open,100,0.000619195,0.164819727,0.000619195,0.000619195,0.000619195,0.000619195,0.000619195,0.000619195,0.000619195,0.083861199,0.195788237,0.044879109,0.000619195,0.139548237,0.363053956,0.000619195,0.566771364,0.733097454,0.536144113,1.04E-05,0.649629019,0.700691353,sadness,0.571428571
57720,tom browne,funkin' for jamaica,1980,jazz,jamaica funk groove know funkin jamaica feel jamaica funk feel inside soul cause inside feelin funk jamaica funk baby come funk webe funkin jamiaca feel jamaica funk feelin funk feelin funk baby come funk baby come funk funk peace bless,40,0.405234435,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.155257653,0.002631579,0.002631579,0.397402647,0.823459331,0.742430069,0.178714035,0.005809717,0.687757626,0.854850322,feelings,0.571428571
57721,michael franks,lotus blossom,1980,jazz,like lotus blossom mean apart long come song like sparrows spring lotus blossom true like string live journey touch dream tahitian fantasy film break lotus blossom like lotus blossom mean apart long come song,34,0.002392345,0.002392345,0.163881744,0.002392345,0.002392345,0.002392345,0.099411496,0.002392345,0.002392345,0.33545544,0.002392345,0.002392345,0.002392345,0.196284899,0.171473597,0.002392345,0.7140691,0.262133682,0.880521968,0.275303644,0.16426216,0.046216458,music,0.571428571
57726,michael franks,on my way home to you,1980,jazz,lose wasn hard away mean run life sweep away like sailor toss tide longer hide pain feel life end home shine home suddenly home go home tragedy believe send away badly need guess gravity high fall wall hurt feel hard end home shine home suddenly home go home home shine home suddenly home go home home shine home suddenly home go home,62,0.001012146,0.001012146,0.115807994,0.001012146,0.001012146,0.001012146,0.001012146,0.001012146,0.001012146,0.361902187,0.001012146,0.120390801,0.001012146,0.001012146,0.299227603,0.088501373,0.547276075,0.40412276,0.522087874,0.042510121,0.331203627,0.185159737,music,0.571428571
57728,al jarreau,spain (i can recall),1980,jazz,yesterday photograph yesterday edge fold corner fade sepia past post script end brighter days brighter days song sing sing know know time good lovers near remember rain december leave grind spain nights fill yesterdays tomorrow bring near recall desire reverie picture yesterdays today kick time play spain remember rain december leave grind spanish fiesta bright light sound nights heat yearn recall desire reverie picture yesterdays today kick time gaze moments history eye meet dance live dream sound hearts beat like castanets forever know mean recall desire reverie picture yesterdays today kick time gaze music solo gaze moments history eye meet dance live dream sound hearts beat like castenets forever know mean recall desire reverie picture yesterdays today kick time gaze scat solo gaze moments history eye meet dance live dream sound hearts beat like castanets forever know mean remember rain december leave tumble spain nights fill yesterdays tomorrow bring near recall desire reverie picture yesterdays today kick time sing spain whoa whoa yeah,163,0.000469925,0.000469925,0.386575087,0.000469925,0.028572736,0.000469925,0.000469925,0.000469925,0.139284006,0.115295679,0.000469925,0.296525958,0.000469925,0.000469925,0.000469925,0.000469925,0.549442218,0.767043561,0.066063319,3.22E-06,0.448680956,0.842837934,world/life,0.571428571
57730,michael franks,all dressed up with nowhere to go,1980,jazz,night tryin define mean forget shakin fine equipment listen week wait anticipate little lead want flaunt tryin shift thing high shame game blamin cause dress bitter sweet sign say see hear say lady dress mean listen week wait anticipate little lead want flaunt tryin shift thing high shame game blamin cause dress tryin shift thing high shame game blamin cause dress tryin shift thing high shame game blamin cause dress tryin shift thing high shame game blamin cause dress,79,0.000848896,0.000848896,0.076435205,0.056736694,0.000848896,0.036621232,0.018820687,0.196480184,0.352669107,0.000848896,0.224349218,0.000848896,0.000848896,0.000848896,0.000848896,0.000848896,0.777970324,0.431402713,0.34839292,0.044635628,0.714550701,0.384365157,obscene,0.571428571
57731,michael franks,loving you more and more,1980,jazz,misterioso honolulu night star bright blue waikiki arm arm thing sure love sure love yeahfor sure love furioso jump broomstick rainbow thing sure love sure love yeahfor sure love solo thing sure love sure love yeahfor sure love thing sure love sure love yeahfor sure love,46,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.417595376,0.415674632,0.001461988,0.02482025,0.059964914,0.061476991,0.001461988,0.001461988,0.001461988,0.001461988,0.690241525,0.42145476,0.839357268,0.13562753,0.573371805,0.256233027,romantic,0.571428571
57733,betty carter,open the door,1980,jazz,open door dear heart make hard true come open door dear mind matter try avoid away easy come come open door torture like plenty lot,25,0.151754454,0.002392345,0.002392345,0.002392345,0.002392344,0.002392345,0.132110541,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.043935878,0.594706792,0.002392345,0.498537853,0.39814886,0.684738639,0.058097166,0.512572135,0.190164898,sadness,0.571428571
57734,"earth, wind & fire",and love goes on,1980,jazz,will special lady forget tender like heart surrender go heart beat strong go everyday wish come feel superstitious hop lonely plenty smile amuse go go heart beat strong heart beat strong go whoa whoa whoa whoa whoa whoa work know doubt turn friend matter hold space yeah yeah baby work doubt plant good memories forever go heart beat strong go tender mind heart surrender baby baby baby whatcha gonna heart heart go heart beat strong go go heart beat strong go,81,0.09328128,0.000730994,0.104928863,0.000730994,0.118154325,0.024460358,0.000730994,0.000730994,0.000730994,0.000730994,0.000730994,0.000730994,0.000730994,0.000730994,0.314024418,0.257198505,0.712986028,0.644770915,0.201806428,4.63E-05,0.916529266,0.626614965,sadness,0.571428571
57736,minnie riperton,you take my breath away,1980,jazz,tree cloud blue flight night milky beta gammas silk pajamas sunday mornings breath away away hello goodbye sign runny nose ocean blue children play people pray hallelujah breath away away days soft rain fall bell hear ring summer days blue bird call look stay tear smile laugh world song month merman wonder breath away away,55,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.030760133,0.00122399,0.00122399,0.323366051,0.035355424,0.121009173,0.121706194,0.00122399,0.351891151,0.00122399,0.522365428,0.653154886,0.635541803,0.23582996,0.909315746,0.57556232,sadness,0.571428571
57737,woody shaw,every time i see you,1980,jazz,woah time know need maybe need maybe want time know need maybe need maybe want trap phone jump trap shawty hold fall couple rack smoke pack kick feet relax remember september travel round yachty spend bag palettes shirt bitch thug smoke nigga like purpp work berserk stay loyal shawty cause know shit different wish list trippin distance busta pull like pippin need like somebody consistent vlone shawty ahead clothe sippin lean smoke woods till go backpack rappers tryna flow need bitch fuckin suck till doze time know need maybe need maybe want time know need maybe need maybe want,99,0.000762777,0.000762777,0.000762777,0.064962931,0.12716696,0.000762777,0.000762777,0.256211518,0.339367238,0.000762777,0.095987169,0.000762777,0.000762777,0.000762777,0.023723254,0.02383506,0.461713419,0.606620004,0.509035652,0.922064777,0.635201979,0.398379609,obscene,0.571428571
57738,gil scott-heron,the klan,1980,jazz,countryside cold cross wear burn hood hide rotten core father father hear iron sound hoof beat freeze grind downhill riders come lord cryin shame blood whip hear snarlin lips cry mother mother feel stab pain blood run like summer rain wear mask white hide cruel face sight suck hungry breath lungs death sister sister need hand lonely time stand rid klan devil underneath white disguise look eye brother brother stand easy free father mother sister brother stand easy free easy free easy free say easy say easy easy free easy free easy easy,93,0.000692521,0.368422532,0.000692521,0.015024013,0.013507634,0.095115955,0.000692521,0.000692521,0.000692521,0.030209118,0.000692521,0.000692521,0.194765858,0.053383585,0.031837679,0.000692521,0.774721109,0.526421045,0.143573437,8.03E-05,0.74649629,0.471454964,violence,0.571428571
57739,michael franks,still life,1980,jazz,watercolor lovers enrapture moment capture faint light reveal closeness conceal warmth scene float ultramarine realize vision great composition curve hair manner embrace leave doubt kiss keep world painter show know consider sample perfect example life,35,0.002923977,0.002923977,0.536721898,0.002923977,0.002923977,0.002923977,0.135375405,0.002923977,0.002923977,0.002923977,0.002923977,0.281119069,0.002923977,0.002923977,0.002923977,0.002923977,0.425972057,0.258621132,0.891566156,0.255060729,0.065333883,0.037207168,world/life,0.571428571
57743,john klemmer,we couldn't start over,1980,jazz,couldn start music klemmerlyrics couldn start begin begin play game start game change rule lose start know come need start fear start let play couldn start different time keep score need start fear start play come long right wrong season change weather say long belong go remohj musicbicameral songs,49,0.001169591,0.001169591,0.193665467,0.095958075,0.001169591,0.001169591,0.001169591,0.128815314,0.001169591,0.192314402,0.001169591,0.001169591,0.001169591,0.001169591,0.372872472,0.001169591,0.57110365,0.532676974,0.594377103,0.000800607,0.419826876,0.315293931,sadness,0.571428571
57744,the brothers johnson,closer to the one that you love,1980,jazz,fine lady understand meet ready turn long choose forever woman feel lose sleep girl come shin closer reason stay little closer closer woman slip away stay closer see game ladies understand eye master plan time look truth kind need dream cause kick smile closer reason stay little closer closer woman slip away stay closer closer reason stay little closer closer woman slip away stay closer,65,0.027372108,0.000809717,0.169813564,0.356948632,0.000809717,0.05915884,0.077212948,0.000809717,0.038861301,0.000809717,0.000809717,0.037820027,0.000809717,0.064155914,0.160559501,0.000809717,0.837539261,0.517037151,0.353413005,0.277327935,0.549670239,0.390371351,night/time,0.571428571
57745,al jarreau,(if i could only) change your mind,1980,jazz,turn walk away like stranger run things slowly softly close door need beg change mind begin change mind change mind minutes like soldier creep night heart lie wound fight survive line harmonica solo,33,0.002024292,0.002024292,0.235030456,0.249920974,0.002024292,0.002024291,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.061978617,0.422705579,0.002024292,0.590598939,0.497166885,0.349396937,0.12145749,0.250824402,0.391372383,sadness,0.571428571
57746,the main ingredient,with you,1980,jazz,want baby right want baby wanna know plain change nigga rest best boast digress beamen stick chest relieve stress cause nowadays plenty head swivel cause know guy wanna send byebye cause speak truth talk lie walk zone know gotta grip chrome strong niggas wrong tryin live like songs write songs couple dollars good hard like boog think problem sample main ingredient oooh swear want write world listen givin world missin world missin oooh swear want want lean listen close doin doin doin land hill tryin gwap choose line block makin money legit puttin stock boovie hoe flock watchin chop shoppin hit check poobie stick script like probably think nope highly unlikely write free chain niggas botch tryna range highpriced thangs like bach bend niggas know money spend right catch vicious cycle joneses habit gotta know fuck niggas addict niggas addict,140,0.026003509,0.000604961,0.074036325,0.000604961,0.000604961,0.000604961,0.000604961,0.186905402,0.542097183,0.04417942,0.000604961,0.000604961,0.048815433,0.000604961,0.000604961,0.000604961,0.454131918,0.648027075,0.692770776,7.86E-06,0.627988458,0.498482835,obscene,0.571428571
57747,john klemmer,magnificent madness,1980,jazz,magnificent madness passion madness magnificently tumble darkness trimphantly fall fever exceptionally high twist torture furiously magnificent madness magnificent madness magnificent madness magnificent madness crazy feel wonderfully wild drink reel deliriously alive fire heavan magnifencently shoot crash blindness fantasticly magnificent madness magnificent madness magnificent madness magnificent madness remohj musicplaything music,49,0.004048583,0.366639616,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.004048583,0.074004298,0.173235923,0.169831852,0.004048583,0.004048583,0.004048583,0.075965015,0.521282357,0.509550547,0.393573688,0.000876518,0.401277824,0.402383738,violence,0.571428571
57750,steve swallow,home,1980,jazz,home everybody want home small home everybody want home small home home home home,14,0.003508772,0.003508772,0.003508772,0.003508772,0.129924027,0.003508772,0.003508772,0.003508772,0.003508772,0.511443432,0.169158856,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.351240117,0.539496962,0.671686417,0.213562753,0.134377576,0.446429158,music,0.571428571
57751,gil scott-heron,waiting for the axe to fall,1980,jazz,brother livin cell doin time county jail think life hell tell room waitin fall lord think head block stop waitin fall brother serve viet give damn agent orange fell camp everybody go deaf brother turn uncle wait fall lord think head noose turn loose wait fall sister welfare line examine thread life think cheatin lyin makin sure kid survive gettin tougher waitin fall lord think head block try stop waitin fall night grandma shake cause take pocketbook safe neighborhood cause youngin good waitin fall lord think head noose turn loose waitin fall,92,0.00074129,0.05890143,0.030478182,0.069650202,0.00074129,0.112643978,0.00074129,0.059491564,0.435062422,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.209020471,0.016597562,0.721650601,0.541471169,0.31425634,0.000490891,0.851607585,0.558544771,obscene,0.571428571
57752,al jarreau,(a rhyme) this time,1980,jazz,time time gonna rhyme time ring time dream gonna sing gotta wing time sweets sell time scheme gonna time unfortunately dream know grind mirror remind stories tell time dream gonna bring time guitar solo unfortunately dream know grind mirror remind ring time dream gonna sing gotta wing time time time gonna rhyme time rhyme time gonna time time,58,0.000993049,0.086018156,0.000993049,0.36626558,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.190808179,0.000993049,0.076770119,0.000993049,0.000993049,0.000993049,0.000993049,0.673995451,0.347075866,0.769076073,0.881578947,0.255976917,0.136109156,night/time,0.571428571
57753,ronnie laws,love's victory,1980,jazz,good bring sweet memories ease mind know celebrate victory feel eternity close tear pain brand celebrate victory celebrate victory good bring sweet memories ease mind know celebrate victory,28,0.002631579,0.002631579,0.002631579,0.117230281,0.002631579,0.002631579,0.131282531,0.002631579,0.002631579,0.126320167,0.002631579,0.002631579,0.002631579,0.002631579,0.397591715,0.190733199,0.658832449,0.655667513,0.614457444,0.003269231,0.351813685,0.473457029,sadness,0.571428571
57757,con funk shun,honey wild,1980,jazz,oohhoo yeah love notice take time kiss away tear suddenly felt plain songs sing longer mean longer mean wild sweet woman child wild lose beauty smile lose beauty night touch grow cold body know soul understand destroy beauty butterfly hold hand hold hand wild sweet woman child wild lose beauty smile whoa whoa yeah ohwhoa whoa wild sweet woman child wild lose beauty smile wild sweet woman child yeah wild baby whoa baby yeah sweet woman child wild gonna miss beauty smile,82,0.033667029,0.000692521,0.000692521,0.000692521,0.1087931,0.000692521,0.337326594,0.000692521,0.000692521,0.030967179,0.000692521,0.120449627,0.191553819,0.000692521,0.103977596,0.000692521,0.463879562,0.546188755,0.427710269,0,0.502267106,0.29727535,romantic,0.571428571
57758,con funk shun,early morning sunshine,1980,jazz,early morning feel good mind early morning feel good mind early morning feel good mind early morning feel good mind early morning,22,0.00228833,0.00228833,0.00228833,0.183852322,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.777246076,0.688075382,0.528651642,0.351404971,0.746963563,0.743404782,0.411393028,feelings,0.571428571
57759,"earth, wind & fire",pride,1980,jazz,mighty come go pride linger heritage claim desire stand pride strong hold pride want come touch pout world doubt life scheme believe dream press self esteem participate time motivate energies brighter brighter mind view real heed stand tall fall time check pride relieve doubt pride want come touch,48,0.001547988,0.345017547,0.37517319,0.001547988,0.001547988,0.001547988,0.096744461,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.035198465,0.001547988,0.001547988,0.067370981,0.750893534,0.642437761,0.085440849,0.003603239,0.654781533,0.864860644,world/life,0.571428571
57763,"earth, wind & fire",back on the road,1980,jazz,time road gonna leave trouble time load life true design reach phone cause move round line time road gonna mend heart goodbye baby baby goodbye baby share grand someday understand music give heart thrill goodbye baby baby goodbye baby goodbye baby baby goodbye baby,44,0.257546362,0.001253133,0.062709374,0.101409095,0.001253133,0.001253133,0.313657437,0.001253133,0.001253133,0.028409541,0.142760497,0.001253133,0.018199327,0.001253133,0.001253133,0.001253133,0.657749377,0.698689844,0.212850615,0.000103239,0.973206925,0.815810063,romantic,0.571428571
